,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
56,In the Name of Love,"Martin Garrix, Bebe Rexha",In the Name of Love,1FOJ5IXGXe8dl0cXvCU6wK,23L5CiUhw2jV1OIMwthR3S,81,2016-07-29,195707,False,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99
57,WIEE (feat. Mesto),"Martin Garrix, Mesto",Seven,0f1CZexom6ELxbDZx32fyk,0Y2QWrhPh6ATyaWYT0QLIR,43,2016-10-28,203452,False,https://open.spotify.com/track/0Y2QWrhPh6ATyaWYT0QLIR,0.52,0.835,1,-7.775,1,0.0544,0.278,0.863,0.0711,0.373,127.955
58,Don't Look Down (feat. Usher),"Martin Garrix, USHER",Don't Look Down (feat. Usher),7e4eCJT5ON1FpJD5Si341e,5M9jOReAKGZ2AttVefFjTY,65,2015-03-17,223140,False,https://open.spotify.com/track/5M9jOReAKGZ2AttVefFjTY,0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991
59,Glad You Came,AREA21,Glad You Came,0ESVw2RSkkBnJrSAnuxMuK,7xHfguzndSR2jOpMxzqh3r,45,2017-12-01,152583,False,https://open.spotify.com/track/7xHfguzndSR2jOpMxzqh3r,0.655,0.804,8,-5.288,1,0.0798,0.0605,0.000535,0.381,0.399,104.95
60,There for You,"Martin Garrix, Troye Sivan",There for You,0OK35duHpTPnvqya2d4pnn,6jA8HL9i4QGzsj6fjoxp8Y,68,2017-05-26,221904,False,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969
61,Now That I've Found You,"Martin Garrix, John Martin, Michel Zitron",Now That I've Found You,38DkYeBW88ThKrbi21eRLB,24tVqMiAtv8jmpNPhBEsDY,54,2016-03-11,192632,False,https://open.spotify.com/track/24tVqMiAtv8jmpNPhBEsDY,0.495,0.831,5,-5.812,0,0.0319,0.021,4.79e-05,0.495,0.414,128.064
62,Latency,"Martin Garrix, Dyro",BYLAW EP,5dv1oLETxdsYOkS2Sic00z,5w00Xed2Okc8qZ9s5zOhbe,39,2018-10-19,204375,False,https://open.spotify.com/track/5w00Xed2Okc8qZ9s5zOhbe,0.66,0.937,1,-1.098,1,0.18,0.0328,0.0683,0.497,0.449,128.112
63,Virus (How About Now),"Martin Garrix, MOTi",Virus (How About Now),07c9ANynLvxYlO8aHWoNqP,3ukWpmRHvpuDATCJkgLEkF,51,2014-10-27,273765,False,https://open.spotify.com/track/3ukWpmRHvpuDATCJkgLEkF,0.595,0.86,5,-5.366,0,0.0398,0.000762,0.598,0.155,0.0399,127.992
64,Spotless,"Martin Garrix, Jay Hardway",Seven,0f1CZexom6ELxbDZx32fyk,0HT6YGHjXKNvnTjGGtur3j,44,2016-10-28,195005,False,https://open.spotify.com/track/0HT6YGHjXKNvnTjGGtur3j,0.517,0.828,8,-5.648,0,0.0482,9.69e-05,0.841,0.411,0.0605,128.077
65,Access,Martin Garrix,BYLAW EP,5dv1oLETxdsYOkS2Sic00z,4cBSVGEHvZCPGKq2UnB26P,40,2018-10-19,195454,False,https://open.spotify.com/track/4cBSVGEHvZCPGKq2UnB26P,0.726,0.752,7,-7.401,0,0.0931,0.0529,0.145,0.201,0.174,128.035
66,Break Through The Silence - Radio Edit,"Martin Garrix, Matisse & Sadko",Break Through The Silence EP,5LntuNK1jvjyn9or76TNQ9,2eotSKVADMMV6qaY15qDOd,47,2015-07-20,204772,False,https://open.spotify.com/track/2eotSKVADMMV6qaY15qDOd,0.573,0.95,9,-5.167,1,0.0666,0.00289,0.00119,0.299,0.153,128.013
67,Turn up the Speakers - Radio Edit,"AFROJACK, Martin Garrix",Turn Up The Speakers,1UZYYRkjn11x2mKROMeAYG,7102UhVPxGoYGNE2w3duPh,47,2014-09-08,183750,False,https://open.spotify.com/track/7102UhVPxGoYGNE2w3duPh,0.694,0.9,5,-5.245,1,0.0456,0.0989,0.946,0.473,0.293,127.997
68,Dragon - Radio Edit,"Martin Garrix, Matisse & Sadko",Break Through The Silence EP,5LntuNK1jvjyn9or76TNQ9,13yeSbqDD7JSd7EWMOATV1,46,2015-07-20,196671,False,https://open.spotify.com/track/13yeSbqDD7JSd7EWMOATV1,0.513,0.917,7,-4.048,0,0.0628,0.00543,0.816,0.0592,0.145,128.024
69,Can't Feel My Face - Martin Garrix Remix,"The Weeknd, Martin Garrix",Can't Feel My Face (Martin Garrix Remix),12yYl13Ce7u8LuhtEl75aQ,22SXyL6pUjwIvGWvgGjLov,54,2015-11-06,252933,False,https://open.spotify.com/track/22SXyL6pUjwIvGWvgGjLov,0.608,0.722,9,-5.55,0,0.107,0.00791,2.84e-05,0.315,0.121,128.009
70,Happy,AREA21,Happy,1VztFkixxU9hwzzoGxYV7i,4a44Q09IDiwTP2wu7xYmeA,38,2018-02-09,171268,False,https://open.spotify.com/track/4a44Q09IDiwTP2wu7xYmeA,0.654,0.544,8,-7.367,1,0.269,0.174,1.15e-06,0.144,0.606,102.789
71,Helicopter - Video Edit,"Martin Garrix, Firebeatz",Helicopter (Video Edit),2vVYOsPwDIDRigcmvqDlRF,1CT9ebtobcouQw7G9mZ9AV,50,2014-03-10,206450,False,https://open.spotify.com/track/1CT9ebtobcouQw7G9mZ9AV,0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003
72,Oops,Martin Garrix,Oops,5oSIB9gMSEFxZ7oTsqQpLB,1GbVo45KvYX3chroJggkIx,45,2016-06-13,232510,False,https://open.spotify.com/track/1GbVo45KvYX3chroJggkIx,0.618,0.535,1,-6.941,1,0.0421,0.00115,0.0,0.377,0.154,128.022
73,Girls,AREA21,Girls,2pVAhA9SsApXQ7zHiLl2eg,53px9hATIRtXWwGGLK1pCy,47,2016-05-20,151542,True,https://open.spotify.com/track/53px9hATIRtXWwGGLK1pCy,0.736,0.571,8,-5.5,0,0.252,0.0409,0.00518,0.407,0.38,137.089
74,Proxy,Martin Garrix,Gold Skies,4EV2HGPHQpUu4cPxJTP0OT,54fgYLd9UtdPZVjx548Ver,36,2014-07-01,277547,False,https://open.spotify.com/track/54fgYLd9UtdPZVjx548Ver,0.667,0.695,7,-5.722,0,0.0334,0.00856,0.865,0.197,0.292,128.052
75,Wizard,"Martin Garrix, Jay Hardway",Gold Skies,4EV2HGPHQpUu4cPxJTP0OT,4hfYGVqQ0ElgeibMocRUvi,45,2014-07-01,281667,False,https://open.spotify.com/track/4hfYGVqQ0ElgeibMocRUvi,0.593,0.907,7,-4.991,1,0.0684,0.00734,0.735,0.484,0.244,127.964
76,Bouncybob,"Martin Garrix, Justin Mylo, Mesto",Bouncybob,2O5qqcBlfr5LYlvu9Kf9jU,7ekejMr4jz8UZOthhMVMKn,44,2015-12-31,251260,False,https://open.spotify.com/track/7ekejMr4jz8UZOthhMVMKn,0.73,0.896,9,-7.863,0,0.0692,0.000727,0.806,0.13,0.331,128.012
77,Lions in the Wild,"Martin Garrix, Third Party",Lions in the Wild,2x8X4Dq12rXdQsmk41F3VV,6lBQ0SMCrJ7zy1LSCuXqwV,55,2016-05-27,211890,False,https://open.spotify.com/track/6lBQ0SMCrJ7zy1LSCuXqwV,0.504,0.847,7,-6.81,0,0.0442,0.00434,0.0,0.816,0.28,127.854
78,Welcome,"Martin Garrix, Julian Jordan",Seven,0f1CZexom6ELxbDZx32fyk,5L1tWSzpILo1JRhMeR5UZ6,36,2016-10-28,185095,False,https://open.spotify.com/track/5L1tWSzpILo1JRhMeR5UZ6,0.689,0.962,1,-6.555,0,0.136,0.00216,0.411,0.123,0.0422,117.988
79,Waiting For Tomorrow (feat. Mike Shinoda),"Martin Garrix, Pierce Fulton, Mike Shinoda",BYLAW EP,5dv1oLETxdsYOkS2Sic00z,27YP211Rr8RezhiFVDLFI8,46,2018-10-19,247505,False,https://open.spotify.com/track/27YP211Rr8RezhiFVDLFI8,0.507,0.887,5,-4.084,0,0.141,0.00731,0.0,0.562,0.336,128.015
80,Gold Skies,"Sander van Doorn, Martin Garrix, DVBBS, Aleesia",Gold Skies,4EV2HGPHQpUu4cPxJTP0OT,5vQIaNoKsT4xkG1j2KFBFs,45,2014-07-01,328213,False,https://open.spotify.com/track/5vQIaNoKsT4xkG1j2KFBFs,0.559,0.815,9,-6.325,0,0.0445,0.00363,0.0719,0.668,0.209,128.001
81,We Did It,AREA21,We Did It,5oXgAqltubDLrYd1DYGMa6,6RH49kOurGNl02pT2iKOOp,44,2017-06-23,179212,True,https://open.spotify.com/track/6RH49kOurGNl02pT2iKOOp,0.576,0.733,7,-5.278,0,0.0288,0.00135,0.000215,0.107,0.551,150.12
82,Project T - Martin Garrix Remix,"Dimitri Vegas & Like Mike, Sander van Doorn, Martin Garrix",Project T (Martin Garrix Remix),0tKCFqWnjhKuc1Twf7paeu,5Qw6359qWB9JdwIXYS0lxj,40,2013-10-14,312197,False,https://open.spotify.com/track/5Qw6359qWB9JdwIXYS0lxj,0.561,0.725,9,-7.212,0,0.042,0.00358,0.857,0.0872,0.117,127.993
83,Midnight Sun 2.0 - Martin Garrix Remix,"Roy Gates, Martin Garrix",Midnight Sun 2.0 (Martin Garrix Remix),6EfCddoQmyeP1VngMBmgxZ,6HD1Z5lx2SqHENf6NhsLr9,35,2012-10-08,313130,False,https://open.spotify.com/track/6HD1Z5lx2SqHENf6NhsLr9,0.61,0.782,7,-9.106,0,0.0669,0.00379,0.654,0.296,0.344,128.026
84,Set Me Free,"Dillon Francis, Martin Garrix",Set Me Free,5sjOxT8Pln6BdtGaRHjPGN,0r5EDdtVbAhXW988ZsLQnd,36,2014-10-07,247360,False,https://open.spotify.com/track/0r5EDdtVbAhXW988ZsLQnd,0.719,0.718,8,-4.443,0,0.0429,0.000169,0.4,0.0507,0.588,128.014
85,Make up Your Mind,"Martin Garrix, Florian Picasso",Seven,0f1CZexom6ELxbDZx32fyk,3G94lNH9BlS5a2WpfwJ1E6,39,2016-10-28,196295,False,https://open.spotify.com/track/3G94lNH9BlS5a2WpfwJ1E6,0.688,0.887,7,-3.68,1,0.158,0.000816,0.778,0.276,0.0399,126.029
86,Just Some Loops,"Martin Garrix, TV Noise",Just Some Loops,1jsIky7Qsq7QAovwJfQTiS,17a6cgkneKMhzEN6g8pBn7,33,2013-06-14,303760,False,https://open.spotify.com/track/17a6cgkneKMhzEN6g8pBn7,0.814,0.813,7,-6.344,1,0.147,0.00022,0.893,0.371,0.223,128.012
87,Hold On & Believe (feat. The Federal Empire),"Martin Garrix, The Federal Empire",Seven,0f1CZexom6ELxbDZx32fyk,3tka6vtNbu9C2xsbthEkNG,45,2016-10-28,234390,False,https://open.spotify.com/track/3tka6vtNbu9C2xsbthEkNG,0.552,0.759,4,-4.946,1,0.0389,0.0355,6.67e-05,0.099,0.41,128.08
88,BFAM - Extended Mix,"Julian Jordan, Martin Garrix",BFAM (Extended Mix),2uqP5zXWdJ3tmDO9WkxOks,3NmT1r2J5LsbG73XwvzKgj,32,2012-11-12,318794,False,https://open.spotify.com/track/3NmT1r2J5LsbG73XwvzKgj,0.601,0.785,3,-4.761,0,0.0332,0.00902,0.92,0.0939,0.133,127.981
89,Keygen,Martin Garrix,Keygen,3QFvAEkxIgVcexCdJlS9nk,6jf4p0a8x0DtBxfA979HGP,33,2012-09-03,296576,False,https://open.spotify.com/track/6jf4p0a8x0DtBxfA979HGP,0.536,0.577,0,-8.635,0,0.0662,0.0059,0.665,0.368,0.151,128.0
90,Error 404,"Martin Garrix, Jay Hardway",Error 404,5FmOWKM0D2K4awi5bAwIwn,3IrPSIZXepPwIoKLQ4ADad,34,2013-03-18,333760,False,https://open.spotify.com/track/3IrPSIZXepPwIoKLQ4ADad,0.673,0.862,2,-7.103,1,0.0887,0.000203,0.794,0.0443,0.285,127.983
91,Tremor - Sensation 2014 Anthem,"Dimitri Vegas & Like Mike, Martin Garrix",Gold Skies,4EV2HGPHQpUu4cPxJTP0OT,6AE0G24YXnDyEgE4L0efpB,59,2014-07-01,294467,False,https://open.spotify.com/track/6AE0G24YXnDyEgE4L0efpB,0.631,0.939,6,-4.21,0,0.0363,0.000351,0.747,0.955,0.452,127.992
0,Flowers,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,4DHcnVTT87F0zZhRPYmZ3B,92,2023-03-10,200455,False,https://open.spotify.com/track/4DHcnVTT87F0zZhRPYmZ3B,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999
1,Used To Be Young,Miley Cyrus,Endless Summer Vacation,5DvJgsMLbaR1HmAI6VhfcQ,41WQUSINanQHfhfKpFDsms,84,2023-08-18,190461,False,https://open.spotify.com/track/41WQUSINanQHfhfKpFDsms,0.451,0.632,4,-3.843,1,0.0475,0.6,0.0,0.139,0.455,147.06
2,Angels Like You,Miley Cyrus,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,1daDRI9ahBonbWD8YcxOIB,89,2020-11-27,196453,False,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981
3,Jaded,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,3AAY8YicetRPlDAkibHLiS,79,2023-03-10,185933,True,https://open.spotify.com/track/3AAY8YicetRPlDAkibHLiS,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038
4,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,3E7dfMvvCLUddWissuqMwr,83,2009-01-01,202067,False,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
5,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,2vwlzO0Qp8kfEtzTsCXfyE,81,2013-10-04,221360,False,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964
6,Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,2Oycxb8QbPkpHTo8ZrmG0B,78,2020-11-27,169333,False,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99
7,River,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,04CqLjewJiSAqM210vZAmT,74,2023-03-10,162973,False,https://open.spotify.com/track/04CqLjewJiSAqM210vZAmT,0.613,0.803,9,-5.171,1,0.0367,0.000525,0.000333,0.189,0.461,127.989
8,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),2hBfao8GWZwHlUGDB8HVQO,27rdGxbavYJeBphck5MZAF,76,2018-11-30,217467,False,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066
9,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,2y4lAQpi5VTNLu2ldeTdUH,80,2013-10-04,231240,False,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003
10,Midnight Sky,Miley Cyrus,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,4i2qxFEVVUi8yOYoxB8TCX,76,2020-11-27,223280,False,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX,0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976
11,The Climb,Miley Cyrus,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,5x5JM1BSB6vollcIzDocqT,75,2009-01-01,234520,False,https://open.spotify.com/track/5x5JM1BSB6vollcIzDocqT,0.336,0.602,4,-6.354,1,0.0325,0.0635,0.0,0.141,0.299,161.01
12,WITHOUT YOU (with Miley Cyrus),"The Kid LAROI, Miley Cyrus",WITHOUT YOU (with Miley Cyrus),6Aqt69riJ3JPLxIEI8EkzT,1EHUQesfVKwbthtNcpBi9g,71,2021-04-30,161385,True,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56
13,Slide Away,Miley Cyrus,SHE IS COMING,45wbw92Z6V8G8iPKFzSEPN,6QQtHdz4PNJWQX4nrAQGC9,70,2019-05-31,233654,False,https://open.spotify.com/track/6QQtHdz4PNJWQX4nrAQGC9,0.534,0.538,5,-6.673,1,0.0327,0.173,2.82e-06,0.248,0.289,148.016
14,Rose Colored Lenses,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,3wH4eUkJ1rL5xTU8PZZyOy,69,2023-03-10,223787,False,https://open.spotify.com/track/3wH4eUkJ1rL5xTU8PZZyOy,0.539,0.503,2,-5.338,1,0.0385,0.0574,2.34e-05,0.0847,0.836,174.068
15,When I Look At You,Miley Cyrus,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,6ZfXA2xakAvphXOSOJ3u1W,71,2009-01-01,248587,False,https://open.spotify.com/track/6ZfXA2xakAvphXOSOJ3u1W,0.459,0.545,6,-4.874,1,0.0282,0.142,0.0,0.105,0.194,137.941
16,Plastic Hearts,Miley Cyrus,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,6qCsKKS7Ol63SJW3LOIX5R,69,2020-11-27,205733,False,https://open.spotify.com/track/6qCsKKS7Ol63SJW3LOIX5R,0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984
18,Thousand Miles (feat. Brandi Carlile),"Miley Cyrus, Brandi Carlile",Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,1GN6qqehnqUfUHH1gfK81v,67,2023-03-10,231000,False,https://open.spotify.com/track/1GN6qqehnqUfUHH1gfK81v,0.503,0.722,9,-7.595,1,0.103,0.205,3.52e-05,0.0845,0.354,172.006
19,See You Again,Miley Cyrus,Meet Miley Cyrus,0lB2NEOuH7WRqaWotxmIDH,3AjyOYxBv8bByfBtG5o9dP,71,2007-06-26,190453,False,https://open.spotify.com/track/3AjyOYxBv8bByfBtG5o9dP,0.692,0.911,9,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975
20,Adore You,Miley Cyrus,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,5AnCLGg35ziFOloEnXK4uu,69,2013-10-04,278747,False,https://open.spotify.com/track/5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759
21,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,5GK1GYXH16RdfmltogHhAk,69,2020-11-27,213672,False,https://open.spotify.com/track/5GK1GYXH16RdfmltogHhAk,0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.427,115.016
22,Island,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,0lJrPatloYarTbsKciShJu,65,2023-03-10,239573,False,https://open.spotify.com/track/0lJrPatloYarTbsKciShJu,0.657,0.784,8,-6.374,1,0.0422,0.336,0.000671,0.673,0.772,81.975
23,Mother's Daughter,Miley Cyrus,SHE IS COMING,45wbw92Z6V8G8iPKFzSEPN,4tc97Wa8SP5f9gaaOar8Kq,68,2019-05-31,219080,True,https://open.spotify.com/track/4tc97Wa8SP5f9gaaOar8Kq,0.682,0.866,6,-4.132,0,0.0588,0.00461,0.00147,0.149,0.527,91.017
24,23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, Juicy J",23,5r7L8DlTsIKoDwSSiRf5M7,20FZrLl9zSbO9b3DhaqO6M,70,2013-01-01,252520,True,https://open.spotify.com/track/20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005
25,Never Be Me,Miley Cyrus,Plastic Hearts,5BRhg6NSEZOj0BR6Iz56fR,1M7qLcfozANPcMKfgMEHOt,64,2020-11-27,215520,False,https://open.spotify.com/track/1M7qLcfozANPcMKfgMEHOt,0.475,0.565,1,-7.853,0,0.0378,0.0578,4.84e-05,0.341,0.154,165.091
26,You,Miley Cyrus,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz,6FAsJDkg4y5JSWP9ZMKlDj,64,2023-03-10,179427,False,https://open.spotify.com/track/6FAsJDkg4y5JSWP9ZMKlDj,0.625,0.568,11,-5.663,1,0.0324,0.288,0.0,0.674,0.348,85.545
27,Butterfly Fly Away,"Miley Cyrus, Billy Ray Cyrus",Hannah Montana The Movie,1fc8tPf36cZhNYpNFrWh7o,2ZTCl6wQMDSMfY4s8GHZdj,64,2009-01-01,189240,False,https://open.spotify.com/track/2ZTCl6wQMDSMfY4s8GHZdj,0.607,0.281,11,-12.632,1,0.0258,0.733,0.000123,0.29,0.468,134.977
28,Can't Be Tamed,Miley Cyrus,Can't Be Tamed,69Pf9ExxwjhVFyosKsKWQu,2r6DdaSbkbwoPzuK6NjLPn,66,2010-01-01,168213,False,https://open.spotify.com/track/2r6DdaSbkbwoPzuK6NjLPn,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98
29,Like a Prayer - Live,Miley Cyrus,ATTENTION: MILEY LIVE,5G5s00CN4Kmxz340ED2WL2,6BHshWgPkMT0iIwOiuKiF2,64,2022-04-29,207879,False,https://open.spotify.com/track/6BHshWgPkMT0iIwOiuKiF2,0.49,0.913,2,-4.004,0,0.0468,0.0184,4.95e-05,0.827,0.24,112.137
30,7 Things - Single Version,Miley Cyrus,Breakout,0Yu3czJNOQ68fZgkvpjuHL,5ecZWU5uQOiCVSnPxBZNmT,65,2008-01-01,213453,False,https://open.spotify.com/track/5ecZWU5uQOiCVSnPxBZNmT,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023
31,AM I DREAMING (feat. Miley Cyrus),"Lil Nas X, Miley Cyrus",MONTERO,6pOiDiuDQqrmo5DbG0ZubR,6isTQfKXhNO3EyJd9mSxx8,61,2021-09-17,183241,False,https://open.spotify.com/track/6isTQfKXhNO3EyJd9mSxx8,0.629,0.445,3,-6.999,1,0.0258,0.77,2.92e-06,0.351,0.209,94.103
32,Nothing Else Matters,"Miley Cyrus, WATT, Elton John, Yo-Yo Ma, Robert Trujillo, Chad Smith",Nothing Else Matters,0GxS05LSGHZd8XLravwM6w,2mC33mxgLJN3IT65MGN3B0,61,2021-06-22,395786,False,https://open.spotify.com/track/2mC33mxgLJN3IT65MGN3B0,0.452,0.668,4,-5.118,0,0.0292,0.00516,1.45e-05,0.112,0.142,142.548
33,Unholy,Miley Cyrus,SHE IS COMING,45wbw92Z6V8G8iPKFzSEPN,7kzQRB3b9gp2kdjI0dLv8M,59,2019-05-31,130187,False,https://open.spotify.com/track/7kzQRB3b9gp2kdjI0dLv8M,0.824,0.534,4,-4.679,0,0.0363,0.0357,3.62e-06,0.0877,0.206,141.984
34,I Would Die For You,Miley Cyrus,Younger Now,5xG9gJcs9ut3qDWezHUlsX,39vly7Z4VLImfggnEDEUzf,56,2017-09-29,173867,False,https://open.spotify.com/track/39vly7Z4VLImfggnEDEUzf,0.618,0.374,9,-7.524,0,0.0298,0.18,0.0,0.182,0.202,95.92
35,Wildflowers - Recorded at Spotify Studios NYC,Miley Cyrus,Spotify Singles,0N8hvQJMoZeMDEurU9afgD,4L0rxWhjyX0VhNbK4U9oK6,56,2017-10-25,185464,False,https://open.spotify.com/track/4L0rxWhjyX0VhNbK4U9oK6,0.36,0.509,5,-9.923,1,0.0354,0.465,0.0,0.148,0.504,174.061
36,Hoedown Throwdown,Miley Cyrus,Hannah Montana The Movie,1fc8tPf36cZhNYpNFrWh7o,6ntkwU1MhehTKgx4BWxX3f,62,2009-01-01,181013,False,https://open.spotify.com/track/6ntkwU1MhehTKgx4BWxX3f,0.738,0.804,10,-6.018,0,0.0608,0.197,0.0,0.297,0.791,109.045
37,Who Owns My Heart,Miley Cyrus,Can't Be Tamed,69Pf9ExxwjhVFyosKsKWQu,4buvG5Kmstm8UMjSgUrv2X,59,2010-01-01,214853,False,https://open.spotify.com/track/4buvG5Kmstm8UMjSgUrv2X,0.571,0.805,9,-4.985,0,0.129,0.0106,0.0,0.0864,0.356,135.908
38,FU (feat. French Montana),"Miley Cyrus, French Montana",Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,6dDIOU6AqgLkrjFNPgvKY6,60,2013-10-04,229693,True,https://open.spotify.com/track/6dDIOU6AqgLkrjFNPgvKY6,0.548,0.833,7,-3.294,1,0.0497,0.199,0.0,0.305,0.467,190.029
39,Younger Now,Miley Cyrus,Younger Now,5xG9gJcs9ut3qDWezHUlsX,2fGxYYMQbVqgIdaqfz2OwA,58,2017-09-29,248773,False,https://open.spotify.com/track/2fGxYYMQbVqgIdaqfz2OwA,0.548,0.873,4,-4.881,1,0.0618,0.00129,4.55e-05,0.138,0.328,121.918
40,Before The Storm - featuring Miley Cyrus,"Jonas Brothers, Miley Cyrus","Lines, Vines and Trying Times",32m8Yjd3jjG3Dbf7YKTfLn,531muHgVZoRgYXK5Qb59Pz,57,2009-06-16,266467,False,https://open.spotify.com/track/531muHgVZoRgYXK5Qb59Pz,0.401,0.715,2,-5.402,1,0.0379,0.00582,0.0,0.117,0.327,149.411
41,Feelin' Myself,"will.i.am, Miley Cyrus, French Montana, Wiz Khalifa, Mustard",#willpower,6edYDxspt9uQj21mbAfFIb,26XUAwGZqQEyy8Ubhtj4kq,61,2013-01-01,253547,True,https://open.spotify.com/track/26XUAwGZqQEyy8Ubhtj4kq,0.859,0.533,6,-8.59,0,0.156,0.0293,0.0,0.138,0.514,96.453
42,The Most,Miley Cyrus,SHE IS COMING,45wbw92Z6V8G8iPKFzSEPN,2c2tgbPRTfzSx0tRdIXs0j,54,2019-05-31,221720,False,https://open.spotify.com/track/2c2tgbPRTfzSx0tRdIXs0j,0.571,0.613,7,-6.887,1,0.0292,0.449,0.0032,0.122,0.215,100.051
43,Stay,Miley Cyrus,Can't Be Tamed,69Pf9ExxwjhVFyosKsKWQu,0Ohi2pjBS1yak2BSgJRaIs,56,2010-01-01,261907,False,https://open.spotify.com/track/0Ohi2pjBS1yak2BSgJRaIs,0.583,0.698,0,-4.836,1,0.0363,0.255,0.0,0.118,0.34,129.985
44,Jolene - Live,Miley Cyrus,ATTENTION: MILEY LIVE,5G5s00CN4Kmxz340ED2WL2,39HFKh08mU0aktj9UulRnY,62,2022-04-29,266989,False,https://open.spotify.com/track/39HFKh08mU0aktj9UulRnY,0.431,0.783,10,-5.879,1,0.14,0.0181,0.0,0.836,0.416,107.861
45,Fly On The Wall,Miley Cyrus,Breakout,0Yu3czJNOQ68fZgkvpjuHL,2f6s0AcBRBE0vIOU0NMdXw,56,2008-01-01,151800,False,https://open.spotify.com/track/2f6s0AcBRBE0vIOU0NMdXw,0.559,0.961,7,-4.162,0,0.0544,0.165,0.0,0.152,0.697,143.974
